States,Years,Quarters,District,Transaction_count,Transaction_amount
Meghalaya,2023,2,west jaintia hills district,143311,363450970.0
Meghalaya,2023,2,west khasi hills district,71353,167896488.0
Meghalaya,2023,3,north garo hills district,146236,251411034.00000003
Meghalaya,2023,3,south west khasi hills district,31181,91883033.0
Meghalaya,2023,3,west garo hills district,1580512,3040769172.0
Meghalaya,2023,3,south garo hills district,100839,199100708.00000003
Meghalaya,2023,3,east jaintia hills district,704743,1455319329.0
Meghalaya,2023,3,south west garo hills district,159403,312859682.0
Meghalaya,2023,3,east khasi hills district,1925071,3637181187.0
Meghalaya,2023,3,east garo hills district,145914,265377046.0
Meghalaya,2023,3,ribhoi district,1002988,1611391648.0000002
Meghalaya,2023,3,west jaintia hills district,159073,385584331.0
Meghalaya,2023,3,west khasi hills district,73882,155755910.0
Meghalaya,2023,4,north garo hills district,184749,339349015.0
Meghalaya,2023,4,south west khasi hills district,46793,139379319.0
Meghalaya,2023,4,west garo hills district,2128194,4034159325.0
Meghalaya,2023,4,south garo hills district,144242,307030739.0
Meghalaya,2023,4,east jaintia hills district,866490,1891314074.0
Meghalaya,2023,4,south west garo hills district,209090,424184452.0
Meghalaya,2023,4,east khasi hills district,2091395,3902770749.0
Meghalaya,2023,4,east garo hills district,187702,361438823.0
Meghalaya,2023,4,ribhoi district,1138756,1838712964.0
Meghalaya,2023,4,west jaintia hills district,177331,417636908.99999994
Meghalaya,2023,4,west khasi hills district,93642,217082323.0
Mizoram,2018,1,serchhip district,691,1729998.4078016216
Mizoram,2018,1,aizawl district,12006,27918980.947612703
Mizoram,2018,1,lunglei district,1604,2350555.3184242332
Mizoram,2018,1,mamit district,1133,5729263.410353888
Mizoram,2018,1,lawngtlai district,735,547180.2110017058
Mizoram,2018,1,kolasib district,1457,3891685.392413744
Mizoram,2018,1,champhai district,453,871005.7153709702
Mizoram,2018,1,saiha district,482,2188550.572811981
Mizoram,2018,2,serchhip district,1237,3831939.5692156893
Mizoram,2018,2,aizawl district,16353,48340497.162337765
Mizoram,2018,2,lunglei district,3249,6814747.054434758
Mizoram,2018,2,mamit district,1813,10477582.99037601
Mizoram,2018,2,lawngtlai district,627,1375226.7520610169
Mizoram,2018,2,kolasib district,2092,5117340.437229811
Mizoram,2018,2,champhai district,834,2204311.92373675
Mizoram,2018,2,saiha district,846,5346759.668342534
Mizoram,2018,3,serchhip district,2133,6572902.580575922
Mizoram,2018,3,aizawl district,24199,72031541.21772185
Mizoram,2018,3,lunglei district,4716,12189472.093972271
Mizoram,2018,3,mamit district,2247,5446959.531490731
Mizoram,2018,3,lawngtlai district,1231,3422241.331497662
Mizoram,2018,3,kolasib district,2631,6563816.625400645
Mizoram,2018,3,champhai district,1099,4369317.524420092
Mizoram,2018,3,saiha district,1060,6004487.220311114
Mizoram,2018,4,serchhip district,2830,9311124.6379363
Mizoram,2018,4,aizawl district,31828,114757156.94930999
Mizoram,2018,4,lunglei district,6349,20867419.80003755
Mizoram,2018,4,mamit district,4168,12100776.51194083
Mizoram,2018,4,lawngtlai district,2341,5862745.984908307
Mizoram,2018,4,kolasib district,4701,13882638.97537515
Mizoram,2018,4,champhai district,1726,6092672.776851988
Mizoram,2018,4,saiha district,1299,7552316.893169428
Mizoram,2019,1,serchhip district,2964,9972286.162915044
Mizoram,2019,1,aizawl district,40608,125499167.45130551
Mizoram,2019,1,lunglei district,8092,24562628.04677686
Mizoram,2019,1,mamit district,5400,15141345.457853131
Mizoram,2019,1,lawngtlai district,3749,12077236.04176996
Mizoram,2019,1,kolasib district,5590,15775791.30852553
Mizoram,2019,1,champhai district,1865,6683655.297350604
Mizoram,2019,1,saiha district,2038,8448785.630905889
Mizoram,2019,2,serchhip district,2917,10740915.810445419
Mizoram,2019,2,aizawl district,45257,147150855.4335745
Mizoram,2019,2,lunglei district,8919,29564431.131805923
Mizoram,2019,2,mamit district,5047,15936975.402700381
Mizoram,2019,2,lawngtlai district,4502,12828264.16579302
Mizoram,2019,2,kolasib district,5077,15941097.79665649
Mizoram,2019,2,champhai district,2055,7970010.188288981
Mizoram,2019,2,saiha district,1897,7884158.20574963
Mizoram,2019,3,serchhip district,4389,12447829.176727349
Mizoram,2019,3,aizawl district,54796,162632861.96810922
Mizoram,2019,3,lunglei district,13305,34090897.89113889
Mizoram,2019,3,mamit district,6296,14161494.18752773
Mizoram,2019,3,lawngtlai district,6097,14593963.45583861
Mizoram,2019,3,kolasib district,6977,17976086.41167679
Mizoram,2019,3,champhai district,3512,12151523.03887969
Mizoram,2019,3,saiha district,2722,10739243.82144364
Mizoram,2019,4,serchhip district,5889,15064874.565576471
Mizoram,2019,4,aizawl district,68532,215337713.3484954
Mizoram,2019,4,lunglei district,15344,42919898.693862505
Mizoram,2019,4,mamit district,8468,16925628.216343682
Mizoram,2019,4,lawngtlai district,8069,22279514.789250817
Mizoram,2019,4,kolasib district,11051,24470971.73397691
Mizoram,2019,4,champhai district,4878,17885681.11019664
Mizoram,2019,4,saiha district,3008,13805068.17678567
Mizoram,2020,1,serchhip district,7512,15256865.2400799
Mizoram,2020,1,aizawl district,78597,215534588.0542435
Mizoram,2020,1,lunglei district,19703,47052524.734837465
Mizoram,2020,1,mamit district,12136,21524123.96264601
Mizoram,2020,1,lawngtlai district,13887,31918357.19026942
Mizoram,2020,1,kolasib district,11386,26364756.939303108
Mizoram,2020,1,champhai district,6269,19712814.74999166
Mizoram,2020,1,saiha district,4119,14713548.4782659
Mizoram,2020,2,serchhip district,10425,19459795.69098445
Mizoram,2020,2,aizawl district,93369,238637352.52940083
Mizoram,2020,2,lunglei district,27260,60375778.3281481
Mizoram,2020,2,mamit district,15352,24755549.9649563
Mizoram,2020,2,lawngtlai district,22369,44085859.53881077
Mizoram,2020,2,kolasib district,14432,29350410.44476999
Mizoram,2020,2,champhai district,8480,20817381.34715029
Mizoram,2020,2,saiha district,6775,19711305.59809842
Mizoram,2020,3,serchhip district,10351,25197852.93925553
Mizoram,2020,3,aizawl district,136460,413175918.9701165
Mizoram,2020,3,lunglei district,30971,83270436.83501582
Mizoram,2020,3,mamit district,17199,28176447.03052408
Mizoram,2020,3,lawngtlai district,25540,62210090.16784427
Mizoram,2020,3,kolasib district,15789,35985260.69099183
Mizoram,2020,3,champhai district,11286,35131298.733567424
Mizoram,2020,3,saiha district,7107,24796870.137284853
Mizoram,2020,4,serchhip district,14804,39531569.17092189
Mizoram,2020,4,aizawl district,166039,532069401.32491755
Mizoram,2020,4,lunglei district,41847,117007241.0363552
Mizoram,2020,4,mamit district,21383,48253980.82891422
Mizoram,2020,4,lawngtlai district,32803,102209937.65580331
Mizoram,2020,4,kolasib district,21149,56473537.936767064
Mizoram,2020,4,champhai district,15587,50140873.98671983
Mizoram,2020,4,saiha district,8995,40835573.753559604
Mizoram,2021,1,serchhip district,12877,42644166.31194883
Mizoram,2021,1,aizawl district,182220,609359098.2421973
Mizoram,2021,1,lunglei district,40131,133262456.03079641
Mizoram,2021,1,mamit district,18670,51226307.47618229
Mizoram,2021,1,lawngtlai district,31658,106154307.36708312
Mizoram,2021,1,kolasib district,22212,71207105.1965721
Mizoram,2021,1,champhai district,13769,51873702.94129371
Mizoram,2021,1,saiha district,8038,35378443.379863545
Mizoram,2021,2,serchhip district,15664,39541209.17776598
Mizoram,2021,2,aizawl district,222893,635733236.9899334
Mizoram,2021,2,lunglei district,46084,125798685.12915291
Mizoram,2021,2,mamit district,20464,51797964.37426141
Mizoram,2021,2,lawngtlai district,38779,110575273.8536593
Mizoram,2021,2,kolasib district,23910,66068598.117042184
Mizoram,2021,2,champhai district,15913,52313277.17825453
Mizoram,2021,2,saiha district,10633,41046228.48202239
Mizoram,2021,3,serchhip district,19902,54838260.2224697
Mizoram,2021,3,aizawl district,276340,865537331.9432542
Mizoram,2021,3,lunglei district,55054,157303231.4425383
Mizoram,2021,3,mamit district,22878,65856355.67206964
Mizoram,2021,3,lawngtlai district,44431,130625157.50867541
Mizoram,2021,3,kolasib district,30064,84157970.63748659
Mizoram,2021,3,champhai district,18678,71974971.0552853
Mizoram,2021,3,saiha district,11182,43455371.73017335
Mizoram,2021,4,serchhip district,21092,58127189.33020972
Mizoram,2021,4,aizawl district,317555,1021257676.359534
Mizoram,2021,4,lunglei district,62996,193267816.7274936
Mizoram,2021,4,mamit district,28553,76910208.12744261
Mizoram,2021,4,lawngtlai district,47572,152734951.8376579
Mizoram,2021,4,kolasib district,37950,113743718.8642811
Mizoram,2021,4,champhai district,25625,100501231.3416473
Mizoram,2021,4,saiha district,11986,54122948.93477549
Mizoram,2022,1,serchhip district,25542,73577504.13530782
Mizoram,2022,1,aizawl district,341192,1081700361.995988
Mizoram,2022,1,lunglei district,70118,225762310.62306008
Mizoram,2022,1,mamit district,31141,85615813.92389987
Mizoram,2022,1,lawngtlai district,52546,177710904.9278996
Mizoram,2022,1,kolasib district,41730,131565353.72167371
Mizoram,2022,1,champhai district,28284,104778862.4111282
Mizoram,2022,1,saiha district,14364,64447851.872286744
Mizoram,2022,2,serchhip district,24248,72294618.64313027
Mizoram,2022,2,aizawl district,364786,1137178791.396144
Mizoram,2022,2,lunglei district,71974,216551898.04095763
Mizoram,2022,2,mamit district,35643,98025373.52449821
Mizoram,2022,2,lawngtlai district,55575,178078191.45037472
Mizoram,2022,2,kolasib district,44824,125315221.50869851
Mizoram,2022,2,champhai district,30607,103805199.372728
Mizoram,2022,2,saiha district,16320,71937273.17240411
Mizoram,2022,3,serchhip district,23168,65622336.99787671
Mizoram,2022,3,aizawl district,383546,1129120156.989211
Mizoram,2022,3,lunglei district,81428,231838246.93491787
Mizoram,2022,3,mamit district,32604,88879142.37748808
Mizoram,2022,3,lawngtlai district,52771,160991694.9587498
Mizoram,2022,3,kolasib district,44830,121251949.18563811
Mizoram,2022,3,champhai district,25701,86209300.03437017
Mizoram,2022,3,saiha district,14990,62352784.58970161
Mizoram,2022,4,serchhip district,25172,71431982.54694104
Mizoram,2022,4,aizawl district,360350,1054341698.845992
Mizoram,2022,4,lunglei district,99571,275164384.7691406
Mizoram,2022,4,mamit district,39889,111490213.09424141
Mizoram,2022,4,lawngtlai district,60120,176322495.4134693
Mizoram,2022,4,kolasib district,55854,157046232.3046887
Mizoram,2022,4,champhai district,33252,110073440.44820759
Mizoram,2022,4,saiha district,19566,82040637.84033792
Mizoram,2023,1,serchhip district,47296,123979875.0
Mizoram,2023,1,aizawl district,504609,1341466173.0000002
Mizoram,2023,1,lunglei district,133494,370554828.0
Mizoram,2023,1,mamit district,70712,203623312.99999997
Mizoram,2023,1,lawngtlai district,100980,302696707.0
Mizoram,2023,1,kolasib district,101803,285504599.0
Mizoram,2023,1,champhai district,60149,197355098.00000003
Mizoram,2023,1,saiha district,33552,130442145.99999999
Mizoram,2023,2,serchhip district,59329,133368969.99999999
Mizoram,2023,2,aizawl district,591532,1487286801.0
Mizoram,2023,2,lunglei district,143000,370416278.0
Mizoram,2023,2,mamit district,78957,210372609.0
Mizoram,2023,2,lawngtlai district,118358,363557404.0
Mizoram,2023,2,kolasib district,115550,294504301.0
Mizoram,2023,2,champhai district,62301,181668968.0
Mizoram,2023,2,saiha district,39903,150631245.0
Mizoram,2023,3,serchhip district,58254,132491025.0
Mizoram,2023,3,aizawl district,685462,1543440692.0
Mizoram,2023,3,lunglei district,141180,351803351.0
Mizoram,2023,3,mamit district,79763,178963303.0
Mizoram,2023,3,lawngtlai district,113307,317228377.0
Mizoram,2023,3,kolasib district,134018,295784977.0
Mizoram,2023,3,champhai district,56753,156896799.0
Mizoram,2023,3,saiha district,41676,129521711.0
Mizoram,2023,4,serchhip district,60241,146216988.0
Mizoram,2023,4,aizawl district,780542,1736939028.0
Mizoram,2023,4,lunglei district,163967,404021869.99999994
Mizoram,2023,4,mamit district,94566,221318131.0
Mizoram,2023,4,lawngtlai district,129497,341405743.0
Mizoram,2023,4,kolasib district,155636,366968476.0
Mizoram,2023,4,champhai district,67268,171711322.0
Mizoram,2023,4,saiha district,49011,152258725.0
Nagaland,2018,1,mon district,1851,2962723.1216541342
Nagaland,2018,1,phek district,1397,1347986.0495203384
Nagaland,2018,1,longleng district,605,547262.5934366982
Nagaland,2018,1,mokokchung district,3428,5653655.116717219
Nagaland,2018,1,kiphire district,255,558831.611179116
Nagaland,2018,1,kohima district,11070,20744033.40863154
Nagaland,2018,1,tuensang district,1861,2939509.973736079
Nagaland,2018,1,peren district,587,1228042.9089448638
Nagaland,2018,1,dimapur district,18449,38330087.582417004
Nagaland,2018,1,zunheboto district,1700,1750900.6459182375
Nagaland,2018,1,wokha district,1642,1942858.0739698592
Nagaland,2018,2,mon district,2652,5592193.661835907
Nagaland,2018,2,phek district,2058,3265939.4166390533
Nagaland,2018,2,longleng district,526,606015.5837374015
Nagaland,2018,2,mokokchung district,4472,6880664.952623585
Nagaland,2018,2,kiphire district,497,1392292.112173449
Nagaland,2018,2,kohima district,14759,41958069.334260106
Nagaland,2018,2,tuensang district,2914,5272196.387110953
Nagaland,2018,2,peren district,1151,3132544.259220087
Nagaland,2018,2,dimapur district,31758,78472133.75014433
Nagaland,2018,2,zunheboto district,1961,3800720.2210925473
Nagaland,2018,2,wokha district,2851,2952808.201464099
Nagaland,2018,3,mon district,4368,10680645.611665608
Nagaland,2018,3,phek district,2951,4193127.0654867776
Nagaland,2018,3,longleng district,529,941537.1576544917
Nagaland,2018,3,mokokchung district,7245,14438372.11866864
Nagaland,2018,3,kiphire district,1527,1911400.518954896
Nagaland,2018,3,kohima district,20678,62621606.40209617
Nagaland,2018,3,tuensang district,4657,8672814.868232306
Nagaland,2018,3,peren district,1349,3565504.3902161866
Nagaland,2018,3,dimapur district,44383,122676685.88107629
Nagaland,2018,3,zunheboto district,3370,6042931.988762021
Nagaland,2018,3,wokha district,3314,6048116.93383928
Nagaland,2018,4,mon district,7966,25315124.343433652
Nagaland,2018,4,phek district,3615,6547794.25416629
Nagaland,2018,4,longleng district,907,1946732.363531557
Nagaland,2018,4,mokokchung district,10673,21026422.57059867
Nagaland,2018,4,kiphire district,2008,3577703.4535531667
Nagaland,2018,4,kohima district,28604,84867917.08908926
Nagaland,2018,4,tuensang district,5518,14443409.69886629
Nagaland,2018,4,peren district,2071,6712394.6749083325
Nagaland,2018,4,dimapur district,68046,202172094.67636642
Nagaland,2018,4,zunheboto district,4966,12449027.88535971
Nagaland,2018,4,wokha district,4959,8954846.535749527
Nagaland,2019,1,mon district,9694,32110056.274005983
Nagaland,2019,1,phek district,5062,12361140.846022049
Nagaland,2019,1,longleng district,1593,2777167.98784134
Nagaland,2019,1,mokokchung district,11808,22421067.666389488
Nagaland,2019,1,kiphire district,2103,4550857.60564944
Nagaland,2019,1,kohima district,34373,93498426.90985829
Nagaland,2019,1,tuensang district,5962,15964521.79852754
Nagaland,2019,1,peren district,2689,6473296.665928305
Nagaland,2019,1,dimapur district,80741,222202606.82928652
Nagaland,2019,1,zunheboto district,8860,16471426.45522037
